footnote,author,title,label
36,Jarrett,Congress of Vienna,0
37,"Blaufarb, R.",The Western Question: The Geopolitics of Latin American Independence’,0
37,"Yilmaz, H.",The Eastern Question and the Ottoman Empire: The Genesis of the Near and Middle East in the Nineteenth Century’,0
38,"BOA, TSMAe",,0
39,"Stürmer, Metternich and Vienna","cited in Šedivý, Metternich",0
40,T.N.A.,"FO 78/82/72, Liston to Castlereagh",0
41,,The translation of the document in Ottoman Turkish is in BOA,0
41,T.N.A.,"FO 78/82/72, Liston to Castlereagh",0
42,T.N.A.,"FO 78/82/72, Liston to Castlereagh",1
43,T.N.A.,"FO 78/82/72, Liston to Castlereagh",0
44,T.N.A.,"FO 78/82/72, Liston to Castlereagh",0
47,"Stürmer, Metternich","cited in Šedivý, Metternich",0
48,"V, Tarih-i Cevdet",,1
48,"Šedivý, Metternich",,0
48,"Palabıyık, M.S.",The Idea of “International Law” in the Ottoman Empire’,1
49,"V, Tarih-i Cevdet",,0
51,B.O.A.,,1
52,"V, Tarih-i Cevdet",,0
53,"Graaf, B.","Second-tier Diplomacy: Hans von Gagern and Willem I in their Quest for an Alternative European Order, 1813–1818’",0
54,B.O.A.,,0
55,"Blancard, T.","Les Mavroyéni, histoire d’Orient (de 1700 à nos jours",0
56,A.V.P.R.I.,"415–16, Précis de la lettre écrite au Drogman de la Porte par le Chargé d’affaires Ottoman à Vienne, et expédiée avec le courier de la Sublime Porte Souleiman Tatari",0
57,Adanır,Turkey’s Entry’,1
59,"Schroeder, Transformation",,0
61,A.V.P.R.I.,"73–4, Rapport du chargé d’affaires ottoman à Vienne",0
62,"BOA, H.A.T.",,0
63,B.O.A.,,0
63,,"295–7, Rapport du Chargé d’affaires de la Porte à Vienne, sur son entretien avec le Prince de Metternich, 17 Feb",0
64,"Vick, B.E.",The Congress of Vienna: Power and Politics after Napoleon,0
66,B.O.A.,,0
66,A.V.P.R.I.,"295–7, Rapport du Chargé d’affaires de la Porte à Vienne, sur son entretien avec le Prince de Metternich, 17 Feb",0
67,"Graaf, B.",The Allied Machine’,0
68,T.N.A.,"FO 139/26/36, Mavroyeni to [Istanbul",0
68,B.O.A.,,0
70,"Kütükoğlu, M.S.",Tanzimat Devri Osmanlı-İngiliz Gümrük Tarifeleri’,0
71,A.V.P.R.I.,"295–297, Rapport du Chargé d’affaires de la Porte à Vienne, sur son entretien avec le Prince de Metternich, 17 Feb",0
71,B.O.A.,,0
72,"Zamoyski, Rites of Peace",,0
72,"Schroeder, Transformation",,1
73,A.V.P.R.I.,,0
75,"Schroeder, Transformation",,1
76,B.O.A.,,0
77,B.O.A.,,0
78,"Schroeder, Transformation",,1
79,"Webster, C.K.","The Foreign Policy of Castlereagh, 1812–1815: Britain and the Reconstruction of Europe",0
80,T.N.A.,"FO 139/26/36, Mavroyeni to [Istanbul",0
81,"Webster, C.K.",Foreign Policy of Castlereagh,0
82,T.N.A.,"FO 139/26/40, Liston to Wellington",0
83,B.O.A.,,0
84,B.O.A.,,0
86,T.N.A.,"FO 178/84/75, Liston to Castlereagh, 10 Apr",0
87,T.N.A.,"FO 178/84/60, Liston to Castlereagh",1
88,A.V.P.R.I.,,0
90,B.O.A.,,1
91,B.O.A.,,0
92,B.O.A.,,0
92,T.N.A.,"FO 178/84, Liston to Castlereagh, 10 Apr",0
93,B.O.A.,,0
94,Cunningham,,1
95,,"These discussions are in BOA, HAT 1101/44527",0
96,B.O.A.,,0
97,B.O.A.,,1
98,A.V.P.R.I.,,0
98,T.N.A.,"FO 178/84/69, Liston to Wellington, 4 Apr",0
99,T.N.A.,"FO 178/84/69, Liston to Wellington, 4 Apr",0
100,,HAT 1275/49486,0
100,H.A.T.,,0
100,"BOA, H.A.T.",,0
101,T.N.A.,"FO 178/84/69, Liston to Wellington, 4 Apr",0
101,A.V.P.R.I.,,0
102,"Graaf, B.",Fighting Terror after Napoleon: How Europe Became Secure after 1815,0
102,,For a detailed study on the Allied Council meetings in Paris,0
104,"Reus-Smit, C.",The Politics of International Law,1
105,"Anghie, A.","Imperialism, Sovereignty and the Making of International Law",1
105,"Koskenniemi, M.",International Law and Hegemony: A Reconfiguration’,1
106,"Ozavci, Dangerous Gifts",,0
106,Bitis,Russia and the Eastern Question,0
106,"Smiley, W.","War Without War: The Battle of Navarino, the Ottoman Empire, and the Pacific Blockade’",0
107,"Lange, E.","The Congress System and the French Invasion of Algiers, 1827–1830’",0
107,"Kuran, Ercüment",Cezayirin Fransızlar Tarafından İşgali Karşısında Osmanlı Siyaseti (1827–1847,0
108,Ozavci,Dangerous Gifts,0
